show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1002,Movie,Blue Ruin,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack, Eve Plumb, David W. Thompson, Brent Werzner, Stacy Rock, Sidné Anderson, Sandy Barnett, Bonnie Johnson","United States, France",2019-02-25,2013,R,90 min,"Independent Movies, Thrillers","Bad news from the past unhinges vagabond Dwight Evans, sending him on a mission of bloody retribution that takes him to his childhood hometown."
s969,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,Blackpink,United States,2020-10-14,2020,TV-14,80 min,"Documentaries, Music & Musicals",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
s6264,Movie,The Damned Rain,Satish Manwar,"Sonali Kulkarni, Girish Kulkarni, Jyoti Subhash, Veena Jamkar, Aman Attar",India,2018-01-01,2009,TV-14,99 min,"Dramas, International Movies","An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him."
s275,Movie,Aata Pita,Uttung Shelar,"Sanjay Narvekar, Bharat Jadhav, Satish Phulekar, Ashwini Apte",India,2018-01-01,2010,TV-14,133 min,"Comedies, Dramas, International Movies",A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his story's central character.
s3610,Movie,Let's Dance,Inas El-Degheidy,"Yousra, Tamer Hagras, Ezzat Abou Aouf, Hala Sedki, Marwan Azab",Egypt,2020-06-02,2006,TV-14,116 min,"Comedies, Dramas, International Movies","Disillusioned with her humdrum routine, a married lawyer secretly enrolls in a dance school in this remake of the 1996 Japanese film “Shall We Dance?”"
s5854,Movie,Stronger Than the World,Afonso Poyart,"José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto",Brazil,2017-02-11,2016,NR,123 min,"Action & Adventure, Dramas, International Movies","After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic."
s2697,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,Chelsea Handler,United States,2019-09-13,2019,TV-MA,65 min,Documentaries,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
s6420,Movie,The Great Gambler,Shakti Samanta,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar",India,2019-12-31,1979,TV-14,161 min,"Action & Adventure, Classic Movies, Cult Movies","After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger."
s6753,Movie,The Perks of Being a Wallflower,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan McDermott, Kate Walsh, Joan Cusack, Melanie Lynskey",United States,2020-04-01,2012,PG-13,103 min,"Comedies, Dramas",A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.
s3105,Movie,Jackie: A Tale of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,2017-06-01,2017,TV-PG,44 min,Documentaries,"Rachael Stirling narrates this multifaceted portrait of former First Lady Jacqueline Kennedy Onassis and her younger sister, Lee Radziwill."
s4325,Movie,My Horrible Grandma,Sameh Abdulaziz,"Shaimaa Abdelkader, Samiha Ayyoub, Fify El Sebaay, Emy Samir Ghanim, Mohamed Henedi, Bassem Samra",Egypt,2020-06-02,2012,TV-MA,100 min,"Comedies, Dramas, International Movies","As a man fumbles to keep things in order, his assertive grandmother tries to straighten out his life when she returns to live with him."
s2551,Movie,Gumrah,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy, Soni Razdan, Reema Lagoo, Kunika, Tom Alter, Bob Christo, Anang Desai",India,2020-04-01,1993,TV-14,149 min,"Action & Adventure, Dramas, International Movies","Jailed for drug trafficking while searching for the dad she's never met, a singer gets unlikely support from a crook whose love she has long rejected."
s3600,Movie,Lens,Jayaprakash Radhakrishnan,"Jayaprakash Radhakrishnan, Anand Sami, Aswathy Lal, Misha Ghoshal",India,2017-06-01,2015,TV-MA,109 min,"Dramas, Independent Movies, International Movies","Addicted to webcams and voyeurism, a married man gets more than he bargained for when an online stranger tries to force him to watch a suicide."
s7690,Movie,XXX: State of the Union,Lee Tamahori,"Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit, Michael Roof, Sunny Mabrey, Nona Gaye, John Gleeson Connolly",United States,2019-01-01,2005,PG-13,101 min,Action & Adventure,"In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government."
s6222,Movie,The Cincinnati Kid,Norman Jewison,"Steve McQueen, Edward G. Robinson, Ann-Margret, Karl Malden, Tuesday Weld, Joan Blondell, Rip Torn, Jack Weston, Cab Calloway, Jeff Corey, Theo Marcuse",United States,2019-11-01,1965,TV-14,103 min,"Classic Movies, Dramas","In Depression-era New Orleans, cocksure stud poker player Eric Stoner – the titular Cincinnati Kid – challenges longtime champ Lancey ""The Man"" Howard to a showdown at the table, where a war of wills – and nerve – ensues."
s319,Movie,Aerials,S.A. Zaidi,"Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed",United Arab Emirates,2020-05-07,2016,TV-14,90 min,"International Movies, Sci-Fi & Fantasy",Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.
s5451,Movie,Searching for Sugar Man,Malik Bendjelloul,Rodriguez,"Sweden, United Kingdom, Finland",2019-12-01,2012,PG-13,86 min,"Documentaries, International Movies, Music & Musicals","Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
s4890,Movie,Pocoyo & The Space Circus,Alfonso Rodríguez,"Stephen Fry, Carys Doyle",Spain,2018-05-01,2008,TV-Y,25 min,Movies,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show."
s1705,Movie,Deon Cole: Cole Hearted,Ryan Polito,Deon Cole,United States,2019-10-08,2019,TV-MA,70 min,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp."""
s2799,Movie,Hoodwinked Too! Hood vs. Evil,Mike Disa,"Hayden Panettiere, Glenn Close, Patrick Warburton, Joan Cusack, David Ogden Stiers, Bill Hader, Amy Poehler, Andy Dick, Martin Short, Brad Garrett, Cheech Marin, Tommy Chong, Heidi Klum, Wayne Newton",United States,2018-11-03,2011,PG,86 min,"Children & Family Movies, Comedies","Fresh off a top-secret training, feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel."
s1753,Movie,Die Ontwaking,Johnny Breedt,"Gys de Villiers, Juanita de Villiers, Gérard Rudolf, Paul Eilers, Pete Spyropoulos, Jaco Muller, Armand Aucamp, Christine Tesco",South Africa,2020-01-24,2015,TV-MA,90 min,"International Movies, Thrillers",An inexperienced murder detective joins a desperate search for a deranged serial killer who possesses a deep obsession with young women’s skin.
s4873,Movie,PK,Rajkumar Hirani,"Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar",India,2018-09-06,2014,TV-14,146 min,"Comedies, Dramas, International Movies",Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India.
s2453,Movie,God Knows Where I Am,"Jedd Wider, Todd Wider",Lori Singer,United States,2018-10-22,2016,TV-PG,103 min,Documentaries,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God."
s5549,Movie,Shaurya: It Takes Courage to Make Right... Right,Samar Khan,"Rahul Bose, Javed Jaffrey, Minissha Lamba, Seema Biswas, Deepak Dobriyal, Kay Kay Menon, Amrita Rao, Rosa Catalano, Subrat Dutta, Priyesh Kaushik",India,2018-03-01,2008,TV-14,135 min,"Dramas, International Movies",Courtroom intrigue plays out against a backdrop of military secrets in this Bollywood drama with a plot that's reminiscent of A Few Good Men.
s3095,Movie,Jab Harry Met Sejal,Imtiaz Ali,"Shah Rukh Khan, Anushka Sharma, Aru Krishansh Verma, Chandan Roy Sanyal, Evelyn Sharma, Kavi Shastri, Barbora Mudrochova, Paula Donner, Denis Dorokhov, Martavious Gayles",India,2017-12-02,2017,TV-MA,142 min,"Comedies, International Movies, Romantic Movies",A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.
s4795,Movie,Patriot Games,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris",United States,2020-01-01,1992,R,117 min,Action & Adventure,CIA desk jockey Jack Ryan plunges into the heart of international terrorism after spoiling an assassination attempt on a British royal family member.
s5493,Movie,Senna,Asif Kapadia,"Ayrton Senna, Alain Prost, Frank Williams","United Kingdom, France, United States",2019-10-01,2010,PG-13,106 min,"Documentaries, International Movies, Sports Movies","This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil."
s6416,TV Show,The Great British Baking Show,Andy Devonshire,"Mel Giedroyc, Sue Perkins, Mary Berry, Paul Hollywood",United Kingdom,2020-09-25,2020,TV-14,8 Seasons,"British TV Shows, Reality TV","A talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the U.K.'s best."
s3916,Movie,Manoranjan,Shammi Kapoor,"Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali",India,2017-09-01,1974,TV-14,162 min,"Comedies, International Movies, Music & Musicals","After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets."
s6215,Movie,The Chosen,Antonio Chavarrías,"Alfonso Herrera, Hannah Murray, Henry Goodman, Julian Sands, Frances Barber, Emilio Echevarría, Alejandro Calva, Elvira Mínguez, Roger Casamajor, Luis Rosales, Javier Godino, Alexander Holtmann, Brontis Jodorowsky","Spain, Mexico",2017-04-14,2016,TV-14,111 min,"Dramas, International Movies, Thrillers","In 1937, Spanish revolutionary Ramón trains as a Soviet spy, impersonating a wealthy Belgian as part of a plot to assassinate Leon Trotsky in Mexico."
s531,Movie,Animas,"Laura Alvea, José Ortuño","Clare Durant, Iván Pellicer, Luis Bermejo, Liz Lobato, Chacha Huang, Ángela Molina","Spain, Belgium",2019-01-25,2018,TV-MA,88 min,"Horror Movies, International Movies",A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
s839,Movie,Berlin Calling,Hannes Stöhr,"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,2017-01-15,2008,TV-MA,105 min,"Dramas, International Movies, Music & Musicals","DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs."
s647,Movie,Azali,Kwabena Gyansah,"Ama K. Abebrese, Asana Alhassan, Adjetey Anang, Akofa Edjeani Asiedu, Emmanuel Nii Adom Quaye, Peter Ritchie",Ghana,2020-02-07,2018,TV-14,89 min,"Dramas, International Movies","Sent away to evade an arranged marriage, a 14-year-old begins a harrowing journey of sex work and poverty in the slums of Accra."
s5934,Movie,Swami,Basu Chatterjee,"Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri",India,2019-12-31,1977,TV-PG,123 min,"Dramas, Independent Movies, International Movies","After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice."
s5949,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,2019-07-01,2001,R,99 min,Action & Adventure,"Determined to get his mitts on $9 billion in a secret DEA account so he can fight terrorism, a rogue agent recruits an encryption expert to hack in."
s1115,Movie,Brother's Shadow,Todd S. Yellin,"Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",United States,2017-09-01,2006,TV-MA,90 min,"Dramas, Independent Movies","After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother."
s4447,Movie,Neruda,Pablo Larraín,"Luis Gnecco, Gael García Bernal, Mercedes Morán, Emilio Gutiérrez Caba, Diego Muñoz, Alejandro Goic, Pablo Derqui, Marcelo Alonso","Chile, Argentina, France, Spain, United States",2017-06-26,2016,R,108 min,"Dramas, International Movies","When a Chilean policeman vows to find and capture leftist poet Pablo Neruda, a game of cat and mouse ensues that tests both their wills."
s5378,Movie,Sanju,Rajkumar Hirani,"Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani",India,2018-10-15,2018,TV-MA,159 min,"Dramas, International Movies","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt."
s6011,Movie,Teen Patti,Leena Yadav,"Amitabh Bachchan, Madhavan, Ben Kingsley, Shraddha Kapoor, Siddharth Kher, Dhruv Ganesh, Vaibhav Talwar",India,2018-03-01,2010,TV-PG,137 min,"Dramas, International Movies, Thrillers","Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai."
s3275,Movie,Kaal,Soham Shah,"Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta, Esha Deol, Vishal Malhotra, Kushal Punjabi, Vineet Sharma",India,2020-04-01,2005,TV-14,126 min,"Horror Movies, International Movies, Thrillers","Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one."
s4851,Movie,PhotoCopy,Vijay Maurya,"Parna Pethe, Chetan Chitnis, Anshuman Joshi, Aashay Kulkarni, Vandana Gupte, Girish Oak",India,2020-09-10,2016,TV-14,138 min,"Comedies, Dramas, International Movies","Posing as her bubbly identical twin for a quiz contest, a shy student crushes on a fellow participant, who falls for her — thinking she’s her sister."
s3930,Movie,Marc Maron: Thinky Pain,Lance Bangs,Marc Maron,United States,2018-11-01,2013,TV-MA,95 min,Stand-Up Comedy,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend."
s1038,Movie,Bon Cop Bad Cop 2,Alain Desrochers,"Patrick Huard, Colm Feore, Marc Beaupré, Noam Jenkins, Andreas Apergis, Mariana Mazza, Erik Knudsen, Sarah-Jeanne Labrosse, Lucie Laurier, Neil Crone, Catherine St-Laurent",Canada,2017-11-11,2017,TV-MA,126 min,"Action & Adventure, Comedies, International Movies","Two veteran buddy cops are back for a second chapter, this time to tackle a car theft ring that turns out to be much more than they bargained for."
s475,Movie,American Son,Kenny Leon,"Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee",United States,2019-11-01,2019,TV-MA,90 min,Dramas,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.
